DATABASE;NAME;EQUATION;CODE;MAIN EQUATION;ENZYME;PATHWAY;KEGG MAPS;REVERSIBILITY;DELTAG;DELTAGERR;KEGGID;ARGONNEID;MODELID;MODELS
rxn00059;Benzenediol:oxygen oxidoreductase;cpd00007 + (4) cpd00067 + (4) cpd01232 <=> (2) cpd00001 + (4) cpd00415;cpd00007 + (4) cpd01232 <=> (2) cpd00001 + (4) cpd00415;cpd00007 + 4 cpd01232 <=> 4 cpd00415;1.10.3.2;;;=>;-79.1737;1.11803;R00083;rxn00059;R00083;All:R00083
rxn00060;Porphobilinogen ammonia-lyase (polymerizing)|hydroxymethylbilane synthase|Porphobilinogen ammonia-lyase (polymerizing)|HMBS|hydroxymethylbilanesynthase;cpd00001 + (4) cpd00689 <=> (4) cpd00013 + cpd00755;cpd00001 + (4) cpd00689 <=> (4) cpd00013 + cpd00755;4 cpd00689 <=> cpd00755;2.5.1.61|4.3.1.8;Porphyrin and chlorophyll metabolism|Cofactor and Prosthetic Group Biosynthesis|Porphyrin and Chlorophyll Metabolism|Coenzymes and prosthetic groups|Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|Porphyrin Metabolism|Heme / siroheme biosynthesis|rn00860;00860;=>;-25.973;2.61392;R00084;rxn00060;HMBS|R00084|OHMETHYLBILANESYN-RXN|HEM3;All:HMBS|All:R00084|All:OHMETHYLBILANESYN-RXN|iAbaylyiv4:OHMETHYLBILANESYN-RXN|iAF1260:HMBS|iAF692:HMBS|iIN800:HEM3|iIT341:HMBS|iJN746:HMBS|iJR904:HMBS|iMEO21:HMBS|iMM904:HMBS|iND750:HMBS|iNJ661:HMBS|iSB619:HMBS|iSO783:HMBS|iYO844:HMBS
rxn00061;ATP diphosphohydrolase;(2) cpd00001 + cpd00002 <=> (2) cpd00009 + cpd00018 + (2) cpd00067;(2) cpd00001 + cpd00002 <=> (2) cpd00009 + cpd00018;cpd00002 <=> cpd00018;3.6.1.5;;;=>;-13.634;1.43511;R00085;rxn00061;R00085|ATPH1;All:R00085|iMM904:ATPH1
rxn00062;ATP phosphohydrolase (protein-secreting)|ATP maintenance requirement|nucleoside-triphosphatase (ATP)|ATP maintenance requirment|atp maintenance requirement;cpd00001 + cpd00002 <=> cpd00008 + cpd00009 + cpd00067;cpd00001 + cpd00002 <=> cpd00008 + cpd00009;cpd00002 <=> cpd00008;3.6.1.3|3.6.1.5|3.6.1.8|3.6.1.15|3.6.3.1|3.6.3.2|3.6.3.3|3.6.3.4|3.6.3.5|3.6.3.6|3.6.3.7|3.6.3.8|3.6.3.9|3.6.3.10|3.6.3.11|3.6.3.12|3.6.3.14|3.6.3.15|3.6.3.16|3.6.3.17|3.6.3.18|3.6.3.19|3.6.3.20|3.6.3.21|3.6.3.22|3.6.3.23|3.6.3.24|3.6.3.25|3.6.3.26|3.6.3.27|3.6.3.28|3.6.3.29|3.6.3.30|3.6.3.31|3.6.3.32|3.6.3.33|3.6.3.34|3.6.3.35|3.6.3.36|3.6.3.37|3.6.3.38|3.6.3.39|3.6.3.40|3.6.3.41|3.6.3.42|3.6.3.43|3.6.3.44|3.6.3.46|3.6.3.47|3.6.3.48|3.6.3.49|3.6.3.50|3.6.3.51|3.6.3.52|3.6.3.53|3.6.4.1|3.6.4.2|3.6.4.3|3.6.4.4|3.6.4.5|3.6.4.6|3.6.4.7|3.6.4.8|3.6.4.9|3.6.4.10|3.6.4.11|3.6.1.-;Purine metabolism|Starch and sucrose metabolism|Unassigned|Nucleotide Salvage Pathway|Nucleotide Salvage Pathways|Other functions|Purine metabolism|Starch and sucrose metabolism|Other|Nucleotide Metabolism|Maintenance flux|rn00230;00230;=>;-6.817;0.717554;R00086;rxn00062|rxn01260|rxn11440;ATPM|ATP-DRAIN-RXN|rxn11440|NTP1|rxn01260|R00086|ATPOBJ;All:ATPM|All:ATP-DRAIN-RXN|All:rxn11440|All:NTP1|All:rxn01260|All:R00086|iAbaylyiv4:ATP-DRAIN-RXN|iAF1260:ATPM|iAF1260:NTP1|iAF692:ATPM|iAF692:NTP1|iJR904:ATPM|iMEO21:ATPOBJ|iMM904:ATPM|iND750:ATPM|iPS189:ATPM|iSB619:ATPM|iSO783:ATPM|iYO844:ATPM
rxn00063;ATP pyrophosphohydrolase|Nucleoside triphosphate pyrophosphorylase (atp)|atp pyrophosphatase;cpd00001 + cpd00002 <=> cpd00012 + cpd00018;cpd00001 + cpd00002 <=> cpd00012 + cpd00018;cpd00002 <=> cpd00018;3.6.1.8;Purine metabolism|Nucleotide Salvage Pathway|Nucleotide Salvage Pathways|Purine biosynthesis - salvage pathways|rn00230;00230;=>;-8.243;0.748021;R00087;rxn00063;NTPP6|R00087|ATP-PYROPHOSPHATASE-RXN;All:NTPP6|All:R00087|All:ATP-PYROPHOSPHATASE-RXN|iAbaylyiv4:ATP-PYROPHOSPHATASE-RXN|iAF1260:NTPP6|iJR904:NTPP6|iSO783:NTPP6
rxn00064;ATP aminohydrolase|ATP amine hydrolysis (spontaneous);cpd00001 + cpd00002 + cpd00067 <=> cpd00013 + cpd00068;cpd00001 + cpd00002 <=> cpd00013 + cpd00068;cpd00002 <=> cpd00068;3.5.4.18;Nucleotide Salvage Pathway;;=>;-8.483;1.31518;R00088;rxn00064;ATPHs|R00088;All:ATPHs|All:R00088|iAF1260:ATPHs|iPS189:ATPHs
rxn00065;ATP pyrophosphate-lyase (cyclizing)|adenylate cyclase;cpd00002 <=> cpd00012 + cpd00446;cpd00002 <=> cpd00012 + cpd00446;cpd00002 <=> cpd00446;4.6.1.1;Purine metabolism|Nucleotide Salvage Pathway|Purine and Pyrimidine Biosynthesis|Nucleotide Salvage Pathways|Purine metabolism|Nucleotide Metabolism|Purine Metabolism|rn00230;00230;=>;1.05;2.1824;R00089;rxn00065;R00089|ADNCYC|CYR1;All:R00089|All:ADNCYC|iAF1260:ADNCYC|iAF692:ADNCYC|iIN800:CYR1|iJN746:ADNCYC|iJR904:ADNCYC|iMEO21:ADNCYC|iMM904:ADNCYC|iND750:ADNCYC|iNJ661:ADNCYC|iSO783:ADNCYC
rxn00066;NADH:hydrogen-peroxide oxidoreductase;cpd00004 + cpd00025 + cpd00067 <=> (2) cpd00001 + cpd00003;cpd00004 + cpd00025 <=> (2) cpd00001 + cpd00003;cpd00025;1.11.1.1;;;=>;-77.064;1.53103;R00090;rxn00066;R00090;All:R00090
rxn00067;CoA:NAD+ oxidoreductase;cpd00003 + (2) cpd00010 <=> cpd00004 + cpd00067 + cpd01378;cpd00003 + (2) cpd00010 <=> cpd00004 + cpd01378; <=> cpd01378;1.8.1.14;;;<=;2.918;2.03765;R00091;rxn00067;R00091;All:R00091
rxn00068;NADH:Fe2+ oxidoreductase;cpd00003 + cpd00067 + (2) cpd10515 <=> cpd00004 + (2) cpd10516;cpd00003 + (2) cpd10515 <=> cpd00004 + (2) cpd10516;2 cpd10515 <=> 2 cpd10516;1.16.1.7;;;<=;50.3;1.75899;R00092;rxn00068;R00092;All:R00092
rxn00069;L-glutamate:NAD+ oxidoreductase (transaminating)|glutamate synthase (NADH2);cpd00003 + (2) cpd00023 <=> cpd00004 + cpd00024 + cpd00053 + cpd00067;cpd00003 + (2) cpd00023 <=> cpd00004 + cpd00024 + cpd00053;2 cpd00023 <=> cpd00024 + cpd00053;1.4.1.14;Glutamate metabolism|Nitrogen metabolism|rn00251|rn00910;00251|00910;<=>;13.41;1.24978;R00093;rxn00069|rxn09488;R00093|GLUSx|rxn09488|GLT1;All:R00093|All:GLUSx|All:rxn09488|iIN800:GLT1|iMM904:GLUSx|iND750:GLUSx|iSB619:GLUSx
rxn00070;glutathione:NAD+ oxidoreductase;cpd00003 + (2) cpd00042 <=> cpd00004 + cpd00067 + cpd00111;cpd00003 + (2) cpd00042 <=> cpd00004 + cpd00111;2 cpd00042 <=> cpd00111;1.8.1.7;Glutamate metabolism|rn00251;;<=>;2.918;2.03765;R00094;rxn00070;R00094;All:R00094
rxn00071;NADH:monodehydroascorbate oxidoreductase;cpd00003 + (2) cpd00059 <=> cpd00004 + (3) cpd00067 + (2) cpd00766;cpd00003 + (2) cpd00059 <=> cpd00004 + (2) cpd00766;2 cpd00059 <=> 2 cpd00766;1.6.5.4;Ascorbate and aldarate metabolism|rn00053;00053;<=>;-5.92;2.15569;R00095;rxn00071;R00095;All:R00095
rxn00072;NADH:cob(III)alamine oxidoreductase;(2) cpd00001 + cpd00003 + (2) cpd00423 <=> cpd00004 + cpd00067 + (2) cpd00730;(2) cpd00001 + cpd00003 + (2) cpd00423 <=> cpd00004 + (2) cpd00730;2 cpd00423 <=> 2 cpd00730;1.16.1.3;Porphyrin and chlorophyll metabolism|rn00860;00860;<=>;1e+07;1e+07;R00097;rxn00072;R00097;All:R00097
rxn00073;;cpd00003 + (2) cpd00423 <=> cpd00004 + (2) cpd03424;cpd00003 + (2) cpd00423 <=> cpd00004 + (2) cpd03424;2 cpd00423 <=> 2 cpd03424;;;;<=>;1e+07;1e+07;;rxn00073;;
rxn00074;NADH:cob(II)alamin oxidoreductase;cpd00003 + cpd00067 + (2) cpd00635 <=> cpd00004 + (2) cpd00423;cpd00003 + (2) cpd00635 <=> cpd00004 + (2) cpd00423;2 cpd00635 <=> 2 cpd00423;1.16.1.4;Porphyrin and chlorophyll metabolism|rn00860;00860;<=>;1e+07;1e+07;R00099;rxn00074;R00099;All:R00099
rxn00075;NAD+ glycohydrolase|NAD nucleosidase|NAD nucleosidase, mitochondrial;cpd00001 + cpd00003 <=> cpd00067 + cpd00133 + cpd00251;cpd00001 + cpd00003 <=> cpd00133 + cpd00251;cpd00003 <=> cpd00133 + cpd00251;3.2.2.5|3.2.2.6;Nicotinate and nicotinamide metabolism|Cofactor and Prosthetic Group Biosynthesis|NAD Biosynthesis|rn00760;00760;<=>;-3.673;1.02208;R00102;rxn00075|rxn13359;NADN|NADNm|R00102;All:NADN|All:NADNm|All:R00102|iAF1260:NADN|iMM904:NADN|iMM904:NADNm|iND750:NADN|iND750:NADNm
rxn00076;NAD+ phosphohydrolase|NAD diphosphatase|NAD diphosphatase, peroxisomal|NAD diphosphatase (extracellular);cpd00001 + cpd00003 <=> cpd00018 + cpd00355;cpd00001 + cpd00003 <=> cpd00018 + cpd00355;cpd00003 <=> cpd00018 + cpd00355;3.6.1.9|3.6.1.22;Nicotinate and nicotinamide metabolism|Cofactor and Prosthetic Group Biosynthesis|Fatty Acid  Biosynthesis|rn00760;00760;=>;-9.313;0.746895;R00103;rxn00076;NADDPe|R00103|NADDPp|NADDP;All:NADDPe|All:R00103|All:NADDPp|All:NADDP|iAF1260:NADDP|iJR904:NADDP|iJR904:NADDPe|iMM904:NADDPp|iND750:NADDPp
rxn00077;ATP:NAD+ 2'-phosphotransferase|NAD kinase|NAD kinase, mitochondrial|ATP:NAD+ 2'-phosphotransferase|NADK|NADkinase|nad(+) kinase;cpd00002 + cpd00003 <=> cpd00006 + cpd00008;cpd00002 + cpd00003 <=> cpd00006 + cpd00008;cpd00002 + cpd00003 <=> cpd00006 + cpd00008;2.7.1.23;Nicotinate and nicotinamide metabolism|Cofactor and Prosthetic Group Biosynthesis|NAD Biosynthesis|Nucleotides and nucleic acids|Nicotinate and nicotinamide metabolism|Vitamins & Cofactor Biosynthesis|Pantothenate and CoA Metabolism|NAD / NADP biosynthesis|Nicotinate and Nicotinamide|rn00760;00760;<=>;-4.5;0.23673;R00104;rxn00077;rll_333|NADKm|NAD-KIN-RXN|NADK|R00104|YEL041W_2|UTR1_2|POS5_2;All:rll_333|All:NADKm|All:NAD-KIN-RXN|All:NADK|All:R00104|iAbaylyiv4:NAD-KIN-RXN|iAF1260:NADK|iAF692:NADK|iAO358:rll_333|iIN800:YEL041W_2|iIN800:UTR1_2|iIN800:POS5_2|iIT341:NADK|iJN746:NADK|iJR904:NADK|iMEO21:NADK|iMM904:NADKm|iMM904:NADK|iND750:NADKm|iND750:NADK|iNJ661:NADK|iPS189:NADK|iSB619:NADK|iSO783:NADK|iYO844:NADK
rxn00078;ATP:NADH 2'-phosphotransferase;cpd00002 + cpd00004 <=> cpd00005 + cpd00008;cpd00002 + cpd00004 <=> cpd00005 + cpd00008;cpd00002 + cpd00004 <=> cpd00005 + cpd00008;2.7.1.86;;;<=>;-4.5;0.23673;R00105;rxn00078;R00105;All:R00105
rxn00079;NADPH:ferricytochrome oxidoreductase;cpd00005 + (2) cpd00685 <=> cpd00006 + cpd00067 + (2) cpd00686;cpd00005 + (2) cpd00685 <=> cpd00006 + (2) cpd00686;2 cpd00685 <=> 2 cpd00686;1.6.2.4;;;<=>;1e+07;1e+07;R00106;rxn00079;R00106;All:R00106
rxn00080;NADPH:aquacob(III)alamin oxidoreductase;cpd00005 + cpd00067 + (2) cpd00730 <=> (2) cpd00001 + cpd00006 + (2) cpd00423;cpd00005 + (2) cpd00730 <=> (2) cpd00001 + cpd00006 + (2) cpd00423;2 cpd00730 <=> 2 cpd00423;1.16.1.5;Porphyrin and chlorophyll metabolism|rn00860;00860;<=>;1e+07;1e+07;R00107;rxn00080;R00107;All:R00107
rxn00081;;cpd00005 + (2) cpd03424 <=> cpd00006 + (2) cpd00423;cpd00005 + (2) cpd03424 <=> cpd00006 + (2) cpd00423;2 cpd03424 <=> 2 cpd00423;;;;<=>;1e+07;1e+07;;rxn00081;;
rxn00082;N-(omega)-Hydroxyarginine,NADPH:oxygen oxidoreductase|(nitric-oxide-forming)| (nitric-oxide-forming);cpd00005 + cpd00007 + (2) cpd03527 <=> cpd00006 + (3) cpd00067 + (2) cpd00274 + (2) cpd00418;cpd00005 + cpd00007 + (2) cpd03527 <=> cpd00006 + (2) cpd00274 + (2) cpd00418;cpd00007 + 2 cpd03527 <=> 2 cpd00274 + 2 cpd00418;1.14.13.39;Arginine and proline metabolism|rn00330;00330;<=>;1e+07;6.78991;R00111;rxn00082;R00111;All:R00111
rxn00083;NADPH:NAD+ oxidoreductase (B-specific)|NAD transhydrogenase|NADPH:NAD+ oxidoreductase (B-specific)|NAD(P) transhydrogenase (B-specific)|nad(p)(+) transhydrogenase (b-specific);cpd00003 + cpd00005 <=> cpd00004 + cpd00006;cpd00003 + cpd00005 <=> cpd00004 + cpd00006;;1.6.1.1|1.6.1.2|Undetermined;Nicotinate and nicotinamide metabolism|Oxidative Phosphorylation|Oxidative phosphorylation|Nicotinate and nicotinamide metabolism|Pantothenate and CoA Metabolism|Respiration|Nicotinate and Nicotinamide|rn00760;00760;<=>;0;2;R00112;rxn00083|rxn08980;R00112|rxn08980|PYRNUTRANSHYDROGEN-RXN|TEST_NADTRHD|THD1|NADTRHD|THD5;All:R00112|All:rxn08980|All:PYRNUTRANSHYDROGEN-RXN|All:TEST_NADTRHD|All:THD1|All:NADTRHD|iAbaylyiv4:PYRNUTRANSHYDROGEN-RXN|iAF1260:NADTRHD|iJN746:THD1|iJR904:TEST_NADTRHD|iMEO21:NADTRHD|iNJ661:NADTRHD|iNJ661:THD1|iSB619:TEST_NADTRHD|iSO783:THD5
rxn00084;NADPH:hydrogen-peroxide oxidoreductase;cpd00005 + cpd00025 + cpd00067 <=> (2) cpd00001 + cpd00006;cpd00005 + cpd00025 <=> (2) cpd00001 + cpd00006;cpd00025;1.11.1.2;;;=>;-77.064;1.53103;R00113;rxn00084;R00113;All:R00113
rxn00085;L-Glutamate:NADP+ oxidoreductase (transaminating)|glutamate synthase (NADPH)|glutamate synthase (NADPH) large chain|glutamate synthase (NADPH) small chain|glutamate synthase (nadph)|glutamate synthase (NADPH) large chain |glutamate synthase (NADPH) small chain ;cpd00006 + (2) cpd00023 <=> cpd00005 + cpd00024 + cpd00053 + cpd00067;cpd00006 + (2) cpd00023 <=> cpd00005 + cpd00024 + cpd00053;2 cpd00023 <=> cpd00024 + cpd00053;1.4.1.13;Glutamate metabolism|Nitrogen metabolism|Amino acids and related molecules|Nitrogen metabolism|Glutamate Metabolism|Glutamate / glutamin biosynthesis|rn00251|rn00910;00251|00910;<=>;13.41;1.24978;R00114;rxn00085|rxn08630;R00114|rll_171|GLUSy|GLUTAMATESYN-RXN|rbs_395|rll_170|rxn08630;All:R00114|All:rll_171|All:GLUSy|All:GLUTAMATESYN-RXN|All:rbs_395|All:rll_170|All:rxn08630|iAbaylyiv4:GLUTAMATESYN-RXN|iAF1260:GLUSy|iAG612:rbs_395|iAO358:rll_170|iAO358:rll_171|iJN746:GLUSy|iJR904:GLUSy|iMEO21:GLUSy|iNJ661:GLUSy|iSO783:GLUSy|iYO844:GLUSy
rxn00086;glutathione:NADP+ oxidoreductase|glutathione oxidoreductase|glutathione reductase|glutathione reductase (nadph)|glutathione reductase ;cpd00006 + (2) cpd00042 <=> cpd00005 + cpd00067 + cpd00111;cpd00006 + (2) cpd00042 <=> cpd00005 + cpd00111;2 cpd00042 <=> cpd00111;1.8.1.7|1.6.4.2;Glutamate metabolism|Glutathione metabolism|Cofactor and Prosthetic Group Biosynthesis|Other Amino Acid Metabolism|Glutamate Metabolism|Radicals detoxification|rn00251|rn00480;00480;<=>;2.918;2.03765;R00115;rxn00086|rxn08673|rxn10365;rxn10365|rll_184|GLUTATHIONE-REDUCT-NADPH-RXN|GTHO|R00115|GTHOr|rxn08673|GLR1|GTHOm|GTHRD;All:rxn10365|All:rll_184|All:GLUTATHIONE-REDUCT-NADPH-RXN|All:GTHO|All:R00115|All:GTHOr|All:rxn08673|iAbaylyiv4:GLUTATHIONE-REDUCT-NADPH-RXN|iAF1260:GTHOr|iAF692:GTHOr|iAO358:rll_184|iIN800:GLR1|iJN746:GTHO|iJR904:GTHOr|iMEO21:GTHOr|iMM904:GTHOm|iMM904:GTHO|iND750:GTHO|iNJ661:GTHOr|iSO783:GTHRD
rxn00087;NADPH:CoA-glutathione oxidoreductase;cpd00006 + (2) cpd00084 <=> cpd00005 + cpd00067 + cpd00381;cpd00006 + (2) cpd00084 <=> cpd00005 + cpd00381;2 cpd00084 <=> cpd00381;1.8.1.10;;;<=>;2.918;2.03765;;rxn00087;;
rxn00088;NADP phosphatase|phosphatase;cpd00001 + cpd00006 <=> cpd00003 + cpd00009 + cpd00067;cpd00001 + cpd00006 <=> cpd00003 + cpd00009;cpd00006 <=> cpd00003;3.1.3.-;Nicotinate and nicotinamide metabolism|Cofactor and Prosthetic Group Biosynthesis|NAD Biosynthesis|rn00760;00760;=>;-2.317;0.735634;R00118;rxn00088;rll_613|NADPPPS|NADPPPSm|R00118|U105;All:rll_613|All:NADPPPS|All:NADPPPSm|All:R00118|iAF1260:NADPPPS|iAO358:rll_613|iIN800:U105|iJR904:NADPPPS|iMM904:NADPPPS|iMM904:NADPPPSm|iND750:NADPPPS|iND750:NADPPPSm
rxn00089;NADP+ glycohydrolase;cpd00001 + cpd00006 <=> cpd00067 + cpd00133 + cpd02079;cpd00001 + cpd00006 <=> cpd00133 + cpd02079;cpd00006 <=> cpd00133 + cpd02079;3.2.2.5|3.2.2.6;Nicotinate and nicotinamide metabolism|rn00760;00760;<=>;-3.673;1.02208;R00119;rxn00089;R00119;All:R00119
rxn00090;Glutathione:oxygen oxidoreductase|glutathione:oxygen oxidoreductase;cpd00007 + (2) cpd00042 <=> cpd00025 + cpd00111;cpd00007 + (2) cpd00042 <=> cpd00025 + cpd00111;cpd00007 + 2 cpd00042 <=> cpd00025 + cpd00111;1.8.3.3|1.8.4.1|1.8.4.4;Glutathione metabolism|rn00480;00480;=>;-28.7917;1.88626;R00120;rxn00090;R00120;All:R00120
rxn00091;;cpd00001 + cpd00007 + cpd00067 + (2) cpd00074 <=> cpd00081 + cpd00239;cpd00001 + cpd00007 + (2) cpd00074 <=> cpd00081 + cpd00239;cpd00007 + 2 cpd00074 <=> cpd00081 + cpd00239;1.13.99.-;Sulfur metabolism;;=>;-70.5127;1.41421;;rxn00091;;
rxn00092;ATP pyrophosphohydrolase;cpd00001 + cpd00008 <=> cpd00009 + cpd00018 + cpd00067;cpd00001 + cpd00008 <=> cpd00009 + cpd00018;cpd00008 <=> cpd00018;3.6.1.5;Purine metabolism|rn00230;00230;=>;-6.817;0.717554;R00122;rxn00092;R00122|NDP1;All:R00122|iMM904:NDP1
rxn00093;ADP aminohydrolase;cpd00001 + cpd00008 + cpd00067 <=> cpd00013 + cpd00090;cpd00001 + cpd00008 <=> cpd00013 + cpd00090;cpd00008 <=> cpd00090;3.5.4.7;;;=>;-8.483;1.31518;R00123;rxn00093;R00123;All:R00123
rxn00095;P1,P4-Bis(5'-nucleosyl)-tetraphosphate nucleotidebisphosphohydrolase|Ap4A hydrolase|Ap4A hydrolase, reversible|bis(5'-nucleosyl)-tetraphosphatase (symmetrical);cpd00001 + cpd00924 <=> (2) cpd00008;cpd00001 + cpd00924 <=> (2) cpd00008;cpd00924 <=> 2 cpd00008;3.6.1.41;Purine metabolism|Nucleotide Salvage Pathway|Purine and Pyrimidine Biosynthesis|Nucleotide Salvage Pathways|Purine biosynthesis - salvage pathways|Purine Metabolism|rn00230;00230;=>;-9.313;0.746895;R00125;rxn00095;3.6.1.41-RXN|AP4AH|R00125|AP4AHr;All:3.6.1.41-RXN|All:AP4AH|All:R00125|All:AP4AHr|iAbaylyiv4:3.6.1.41-RXN|iAF1260:AP4AH|iJN746:AP4AH|iJR904:AP4AH|iMM904:AP4AHr|iND750:AP4AHr|iSO783:AP4AH
rxn00096;ADP:ATP adenylyltransferase|ATP adenylyltransferase;cpd00002 + cpd00008 <=> cpd00009 + cpd00067 + cpd00924;cpd00002 + cpd00008 <=> cpd00009 + cpd00924;cpd00002 + cpd00008 <=> cpd00924;2.7.7.53;Purine metabolism|Purine and Pyrimidine Biosynthesis|rn00230;00230;<=>;2.496;0.736864;R00126;rxn00096;ATPATF1|R00126|APA2;All:ATPATF1|All:R00126|iIN800:APA2|iMM904:ATPATF1|iND750:ATPATF1
rxn00097;ATP:AMP phosphotransferase|adenylate kinase|adenylate kinase, mitochondrial|ATP:AMP phosphotransferase|ADK1|adenylatekinase;cpd00002 + cpd00018 <=> (2) cpd00008;cpd00002 + cpd00018 <=> (2) cpd00008;cpd00002 + cpd00018 <=> 2 cpd00008;2.7.4.3;Purine metabolism|Nucleotide Salvage Pathway|Nucleotide Salvage Pathways|Nucleotides and nucleic acids|Purine metabolism|Nucleotide Metabolism|Purine Metabolism|Purine biosynthesis - de novo|rn00230;00230;<=>;0;2;R00127;rxn00097;ADK1|R00127|rbs_148|ADENYL-KIN-RXN|ADK1m|ADK2_1|ADK1_1;All:ADK1|All:R00127|All:rbs_148|All:ADENYL-KIN-RXN|All:ADK1m|iAbaylyiv4:ADENYL-KIN-RXN|iAF1260:ADK1|iAF692:ADK1|iAG612:rbs_148|iIN800:ADK2_1|iIN800:ADK1_1|iIT341:ADK1|iJN746:ADK1|iJR904:ADK1|iMEO21:ADK1|iMM904:ADK1|iMM904:ADK1m|iND750:ADK1|iND750:ADK1m|iNJ661:ADK1|iPS189:ADK1|iSB619:ADK1|iSO783:ADK1|iYO844:ADK1
rxn00098;Adenosine-tetraphosphate phosphohydrolase;cpd00001 + cpd02198 <=> cpd00002 + cpd00009 + cpd00067;cpd00001 + cpd02198 <=> cpd00002 + cpd00009;cpd02198 <=> cpd00002;3.6.1.14;Purine metabolism|rn00230;00230;=>;-6.817;0.717554;R00128;rxn00098;R00128;All:R00128
rxn00099;(6S)-beta-6-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-|dinucleotide hydro-lyase (ATP-hydrolysing)| dinucleotide hydro-lyase (ATP-hydrolysing);cpd00002 + cpd02951 <=> cpd00004 + cpd00008 + cpd00009 + cpd00067;cpd00002 + cpd02951 <=> cpd00004 + cpd00008 + cpd00009;cpd00002 + cpd02951 <=> cpd00004 + cpd00008;4.2.1.93;;;=>;-13.104;0.855465;R00129;rxn00099;R00129;All:R00129
rxn00100;ATP:dephospho-CoA 3'-phosphotransferase|dephospho-CoA kinase|dephospho-CoA kinase, mitochondrial|ATP:dephospho-CoA 3'-phosphotransferase|DPCOAK|dephospho-CoAkinase|dephospho-coa kinase|dephospho-CoA kinase ;cpd00002 + cpd00655 <=> cpd00008 + cpd00010;cpd00002 + cpd00655 <=> cpd00008 + cpd00010;cpd00002 + cpd00655 <=> cpd00008;2.7.1.24;Pantothenate and CoA biosynthesis|Cofactor and Prosthetic Group Biosynthesis|Pantothenate and CoA Biosynthesis|Coenzymes and prosthetic groups|Pantothenate and CoA biosynthesis|Coenzyme A Biosynthesis|Pantothenate and CoA Metabolism|Coenzyme A biosynthesis|rn00770;00770;=>;-4.5;0.23673;R00130;rxn00100;DPCOAK|DEPHOSPHOCOAKIN-RXN|DPCOAKm|rll_475|R00130|U96|U97;All:DPCOAK|All:DEPHOSPHOCOAKIN-RXN|All:DPCOAKm|All:rll_475|All:R00130|iAbaylyiv4:DEPHOSPHOCOAKIN-RXN|iAF1260:DPCOAK|iAF692:DPCOAK|iAO358:rll_475|iIN800:U96|iIN800:U97|iIT341:DPCOAK|iJN746:DPCOAK|iJR904:DPCOAK|iMEO21:DPCOAK|iMM904:DPCOAK|iMM904:DPCOAKm|iND750:DPCOAK|iND750:DPCOAKm|iNJ661:DPCOAK|iSB619:DPCOAK|iSO783:DPCOAK|iYO844:DPCOAK
rxn00101;Urea amidohydrolase|urease|Urea amidohydrolase|UREA;cpd00001 + (2) cpd00067 + cpd00073 <=> cpd00011 + (2) cpd00013;cpd00001 + cpd00073 <=> cpd00011 + (2) cpd00013;cpd00073;3.5.1.5;Urea cycle and metabolism of amino groups|Purine metabolism|Atrazine degradation|Amino acids and related molecules|Atrazine degradation|Purine Metabolism|Urea degradation|Urea cycle/amino group metabolism|rn00220|rn00230|rn00791;00220|00230|00791;=>;-5.753;1.32288;R00131;rxn00101;R00131|rbs_582|UREASE-RXN|UREA2|UREA;All:R00131|All:rbs_582|All:UREASE-RXN|All:UREA2|All:UREA|iAbaylyiv4:UREASE-RXN|iAG612:rbs_582|iIT341:UREA|iJN746:UREA|iMEO21:UREA|iNJ661:UREA|iSB619:UREA|iYO844:UREA2
rxn00102;Carbonic acid hydro-lyase|HCO3 equilibration reaction|HCO3 equilibrium reaction, nuclear|HCO3 equilibration reaction, mitochondrial|carbonate dehydratase (HCO3 equilibration reaction)|Carbonic acid hydro-lyase|carboxylic acid dissociation|HCO3E|H2CO3D|HCO3equilibrationreaction|carboxylicaciddissociation|dissolution of carbon dioxide;cpd00067 + cpd00242 <=> cpd00001 + cpd00011;cpd00242 <=> cpd00001 + cpd00011;;4.2.1.1;Nitrogen metabolism|Unassigned|Other functions|Nitrogen metabolism|Other|Miscellaneous|Nitrogen Metabolism|rn00910;00910;<=>;0.843;0.866025;R00132;rxn00102|rxn13309;HCO3E|R00132|CO2-DISS-RXN|HCO3Em|HCO3En|H2CO3D;All:HCO3E|All:R00132|All:CO2-DISS-RXN|All:HCO3Em|All:HCO3En|All:H2CO3D|iAbaylyiv4:CO2-DISS-RXN|iAF1260:HCO3E|iAF692:HCO3E|iIT341:HCO3E|iIT341:H2CO3D|iJN746:HCO3E|iJN746:H2CO3D|iJR904:HCO3E|iMEO21:HCO3E|iMM904:HCO3En|iMM904:HCO3E|iMM904:HCO3Em|iND750:HCO3En|iND750:HCO3E|iND750:HCO3Em|iNJ661:HCO3E|iNJ661:H2CO3D|iSB619:HCO3E|iSO783:HCO3E|iYO844:HCO3E
rxn00103;Formate:NADP+ oxidoreductase;cpd00006 + cpd00047 <=> cpd00005 + cpd00011;cpd00006 + cpd00047 <=> cpd00005 + cpd00011;cpd00047;1.2.1.43;Methane metabolism|rn00680;00680;=>;-3.09;1.26256;R00134;rxn00103;R00134;All:R00134
